"REFERENCE","SITE_ID","LAB","SURVEY","SURVEY_PASC","PROJECT_FWC","STATION_ID_FWC","GEAR_FWC","CONFIGURATION_FWC","YEAR","MONTH","DAY","STA_TIME_PASC","END_TIME_PASC","REGION_PASC","NMFS_STATZONE","LAT_DD","LON_DD","DEPTH","TEMP","SALINITY","DO_MgL","PRECIPITATION_FWC","OPCODE_PASC","OPCODE","SPACE_STRAT","HAB_STRAT","REEF_TYPE","REEF_TYPE_PC","SS_EXPECT","GEOFORM_CODE","GEOFORM_AREA","GEOFORM_PERIMETER","GEOFORM_DISTANCE","CAMERA_FWC","CAMERA_NBR","CAMERA_NAME_PC","CAMERA_SEQ_NBR_PC","READMETHOD_PASC","VIDEO_OPCODE_PASC","RELATIVE_VISIBILITY","PCT_HORIZON_VISIBLE","RELATIVE_CURRENT_1","RELATIVE_CURRENT_2","READ_START_TIME","READ_END_TIME","READ_TIME","HABITAT_ONLY","GENHAB","GENHAB2","STRUCTURAL_COMPLEXITY","BIOTIC_COMPLEXITY","HABITAT_COMPLEXITY","SUBSTRATE_MAX_RELIEF","BIOTA_MAX_RELIEF","COMBO_MAX_RELIEF","ARTI_PER","ROCK_PER","SED_PER","SHELLGRAVEL_PER","SILTSANDCLAY_PER","SUBSTRATE_PCT_TOTAL_PASC","ALGAE_PER","SGRASS_PER","HCORAL_PER","SCORAL_PER","SEAWHIPS_PER","SPONGE_PER","UNKSESS_PER","ATTACHED_EPIFAUNA_PER","RELIEF_PA","ARTI_PA","ROCK_PA","SILTSANDCLAY_PA","SHELLGRAVEL_PA","SED_PA","ALGAE_PA","SGRASS_PA","HCORAL_PA","SCORAL_PA","SEAWHIPS_PA","SPONGE_PA","UNKSESS_PA","ATTACHED_EPIFAUNA_PA","BIOTA_PCT_COMP_PASC","BIOTA_PCT_COVER","A","R","B","C","S","H","M","U","SUBSTRATE_TOTAL","AM","GM","CB","CC","CF","CM","HC","CG","SO","SB","SF","SM","SV","SP","MI","UN","NO","TOTAL_EPIFAUNA_PC","SEDAR_Y_N_PC"
"720802142","95","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-15 18:01:07,2008-07-15 18:41:58,"E",6,28.4782,-84.3665,40,19.613,36.402,4.72,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.2,0,5,,10,40,11,0,0,0,0,0,0,25,25,1,0,1,1,1,,0,0,0,0,0,0,1,1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802143","109","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-15 19:14:32,2008-07-15 19:56:57,"E",6,28.4833,-84.3717,30,19.637,36.396,4.82,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.19,0,5,,5,15,10,5,0,0,50,0,10,5,70,1,0,1,1,1,,1,0,0,1,0,1,1,1,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802144","150","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-15 20:29:49,2008-07-15 21:11:16,"E",6,28.4915,-84.3732,30,19.717,36.388,5.01,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.12,0,5,,10,40,10,15,0,0,0,0,0,5,20,1,0,1,1,1,,1,0,0,0,0,0,1,1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802145","241","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-15 21:44:26,2008-07-15 22:28:59,"E",6,28.5182,-84.2948,38,19.537,36.366,4.69,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.45,0,0,,0,0,0,0,0,0,95,0,5,0,100,1,0,0,0,0,,0,0,0,1,0,1,0,1,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802146","87","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-16 11:53:13,2008-07-16 12:32:46,"E",6,28.5083,-84.2415,31,19.54,36.342,4.73,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.2,0,0,,5,50,10,30,0,0,0,0,0,15,45,1,0,0,1,1,,1,0,0,0,0,0,1,1,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802147","919","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-16 13:08:03,2008-07-16 13:44:19,"E",6,28.5732,-84.2467,31,19.686,36.376,4.89,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.18,0,5,,10,40,10,15,0,0,0,0,0,5,20,1,0,1,1,1,,1,0,0,0,0,0,1,1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802149","1072","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-16 14:28:34,2008-07-16 15:09:36,"E",6,28.5898,-84.2583,26,19.635,36.386,4.68,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.75,0,7,,5,10,10,10,0,0,40,0,15,5,70,1,0,1,1,1,,1,0,0,1,0,1,1,1,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802150","1092","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-16 15:52:19,2008-07-16 16:29:56,"E",6,28.5932,-84.2583,26,19.656,36.38,4.88,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.35,0,0,,5,35,10,60,0,0,0,0,0,0,60,1,0,0,1,1,,1,0,0,0,0,0,0,1,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802151","1108","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-16 17:08:12,2008-07-16 17:46:45,"E",6,28.5948,-84.2448,30,19.779,36.375,5.53,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.08,0,4,,20,40,9,8,0,0,0,0,0,2,10,1,0,1,1,1,,1,0,0,0,0,0,1,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802152","1426","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-16 18:21:56,2008-07-16 19:01:15,"E",6,28.6365,-84.255,30,19.659,36.382,5.17,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.25,0,0,,5,45,10,50,0,0,0,0,0,0,50,1,0,0,1,1,,1,0,0,0,0,0,0,1,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802153","1445","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-16 19:45:46,2008-07-16 20:25:46,"E",6,28.6383,-84.2717,25,19.836,36.393,5.65,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.16,0,6,,5,30,10,20,0,0,0,0,0,5,25,1,0,1,1,1,,1,0,0,0,0,0,1,1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802154","1262","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-16 21:12:32,2008-07-16 21:49:39,"E",6,28.6333,-84.3917,37,19.684,36.405,4.72,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.3,0,0,,5,45,10,50,0,0,0,0,0,0,50,1,0,0,1,1,,1,0,0,0,0,0,0,1,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802155","1177","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-16 22:26:58,2008-07-16 23:05:17,"E",6,28.6265,-84.38,32,19.749,36.404,4.82,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.18,0,3,,20,40,9,15,0,0,0,0,0,5,20,1,0,1,1,1,,1,0,0,0,0,0,1,1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802156","1061","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-17 11:50:06,2008-07-17 12:36:17,"E",6,28.6182,-84.3868,35,19.683,36.397,4.61,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.3,0,8,,1,2,10,5,0,0,42,0,10,10,67,1,0,1,1,1,,1,0,0,1,0,1,1,1,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802157","1028","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-17 13:08:07,2008-07-17 13:49:16,"E",6,28.6167,-84.3883,36,19.558,36.406,4.47,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.1,0,6,,10,20,10,40,0,0,0,0,0,0,40,1,0,1,1,1,,1,0,0,0,0,0,0,1,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802158","717","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-17 14:39:55,2008-07-17 15:16:03,"E",6,28.5932,-84.3698,35,19.569,36.409,4.5,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.15,0,5,,10,30,10,5,0,0,24,0,5,5,40,1,0,1,1,1,,1,0,0,1,0,1,1,1,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802159","628","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-17 15:47:50,2008-07-17 16:26:26,"E",6,28.5833,-84.335,34,19.763,36.402,4.75,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.45,0,0,,5,30,10,30,0,0,0,0,5,20,60,1,0,0,1,1,,1,0,0,0,0,1,1,1,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802161","595","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-17 17:05:53,2008-07-17 17:43:10,"E",6,28.58,-84.3433,29,19.679,36.413,4.75,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.25,0,5,,10,5,11,10,0,0,55,0,5,5,75,1,0,1,1,1,,1,0,0,1,0,1,1,1,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802162","108","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-17 18:17:07,2008-07-17 18:56:26,"E",6,28.5198,-84.3417,35,19.707,36.41,4.75,,"MC",,"BBO",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.1,0,0,,30,40,10,15,0,0,2,0,3,10,30,1,0,0,1,1,,1,0,0,1,0,1,1,1,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802175","268","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-23 19:25:32,2008-07-23 20:04:09,"E",6,28.4982,-84.9098,74,21.454,36.592,5.05,,"MC",,"BBD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.03,0,1,,17,80,10,0,0,0,0,0,0,0,0,1,0,1,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802176","165","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-23 20:52:48,2008-07-23 21:26:42,"E",6,28.4485,-84.8747,73,21.536,36.619,4.89,,"MC",,"BBD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.02,0,0,,30,70,10,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802177","153","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-23 22:18:03,2008-07-23 22:56:46,"E",6,28.4417,-84.8683,71,21.558,36.611,4.92,,"MC",,"BBD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.75,0,1,,30,60,10,0,0,0,0,0,0,0,0,1,0,1,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802178","31","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-24 12:15:20,2008-07-24 12:54:01,"E",6,28.3765,-84.8383,71,21.576,36.593,5.01,,"MC",,"BBD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.05,0,1,,35,60,10,0,0,0,0,0,0,0,0,1,0,1,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802179","56","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-24 13:28:41,2008-07-24 14:06:49,"E",6,28.39,-84.845,72,21.62,36.608,4.97,,"OV",,"BBD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.35,0,2,,25,50,11,0,0,0,0,0,0,10,10,1,0,1,1,1,,0,0,0,0,0,0,1,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802181","77","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-24 14:43:42,2008-07-24 15:29:27,"E",6,28.4015,-84.8498,75,21.621,36.615,4.94,,"MC",,"BBD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.2,0,2,,30,50,10,0,0,0,0,1,0,9,10,1,0,1,1,1,,0,0,0,0,1,0,1,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802182","132","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-24 16:25:01,2008-07-24 17:08:43,"E",6,28.4315,-84.8683,74,21.584,36.62,4.9,,"MC",,"BBD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.03,0,0,,20,80,10,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802183","144","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-24 17:45:00,2008-07-24 18:24:37,"E",6,28.4382,-84.8717,76,21.56,36.622,4.88,,"MC",,"BBD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.02,0,1,,29,70,10,0,0,0,0,0,0,0,0,1,0,1,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802186","24","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-25 14:40:21,2008-07-25 15:21:29,"E",8,28.9842,-85.3675,60,19.776,36.419,4.67,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.15,0,7,,0,40,10,16,0,0,4,1,0,4,25,1,0,1,1,0,,1,0,0,1,1,0,1,1,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802190","114","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-25 17:29:10,2008-07-25 18:06:55,"E",8,28.9798,-85.4883,75,20.015,36.433,4.72,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0,0,0,,0,100,10,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802191","141","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-25 18:41:50,2008-07-25 19:24:22,"E",8,28.9835,-85.48,103,19.927,36.424,4.7,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.05,0,1,,14,85,11,0,0,0,0,0,0,0,0,1,0,1,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802192","145","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-25 20:04:01,2008-07-25 20:42:47,"E",8,28.99,-85.48,70,20.304,36.388,4.9,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.02,0,0,,10,90,10,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802198","509","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-26 19:33:13,2008-07-26 20:12:56,"E",8,29.1685,-85.7033,80,20.506,36.483,5.26,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.75,0,4,,20,30,9,0,0,0,10,5,0,10,25,1,0,1,1,1,,0,0,0,1,1,0,1,1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802201","192","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-27 14:22:50,2008-07-27 15:03:04,"E",8,29.2597,-85.6938,72,20.918,36.447,5.21,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.6,0,3,,5,50,11,0,0,0,30,5,0,5,40,1,0,1,1,1,,0,0,0,1,1,0,1,1,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802202","255","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-27 15:41:48,2008-07-27 16:21:49,"E",8,29.2645,-85.6982,59,20.802,36.443,5.16,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.15,0,3,,20,40,9,0,0,0,14,1,0,5,20,1,0,1,1,1,,0,0,0,1,1,0,1,1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802203","403","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-27 16:57:11,2008-07-27 17:36:55,"E",8,29.2753,-85.713,61,20.607,36.426,5.09,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.2,0,0,,10,20,10,0,0,0,59,1,0,10,70,1,0,0,1,1,,0,0,0,1,1,0,1,1,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802204","460","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-27 18:13:38,2008-07-27 18:49:57,"E",8,29.28,-85.7223,70,20.624,36.43,5.14,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,2.5,0,8,,5,15,11,4,0,0,13,0,0,8,25,1,0,1,1,1,,1,0,0,1,0,0,1,1,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802205","725","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-27 19:23:29,2008-07-27 20:01:44,"E",8,29.3282,-85.7282,55,20.357,36.531,4.76,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.01,0,1,,9,90,10,0,0,0,0,0,0,0,0,1,0,1,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802212","25","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-28 17:39:59,2008-07-28 18:18:09,"E",9,29.3483,-86.0017,87,20.492,36.385,5.46,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.01,0,0,,15,85,10,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802213","69","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-28 18:56:35,2008-07-28 19:34:02,"E",9,29.3585,-86.0133,80,20.504,36.39,5.45,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.15,0,1,,27,58,10,0,0,0,0,0,0,10,10,1,0,1,1,1,,0,0,0,0,0,0,1,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802214","78","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-28 20:14:05,2008-07-28 20:51:30,"E",9,29.3767,-86.046,88,20.299,36.45,5.01,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.5,0,2,,5,69,10,0,0,0,10,1,0,5,16,1,0,1,1,1,,0,0,0,1,1,0,1,1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802215","101","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-28 21:37:50,2008-07-28 22:16:11,"E",9,29.4067,-86.0817,89,20.222,36.5,4.81,,"OV",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.75,0,2,,20,35,9,0,0,0,25,1,0,10,36,1,0,1,1,1,,0,0,0,1,1,0,1,1,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802216","123","PASC","SRFV","SEAMAP_REEF",,,,,2008,7,,2008-07-28 22:51:20,2008-07-28 23:29:36,"E",9,29.4283,-86.0915,88,20.06,36.111,4.78,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.08,0,1,,20,70,10,0,0,0,0,0,0,5,5,1,0,1,1,1,,0,0,0,0,0,0,1,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802222","421","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-05 18:54:21,2008-08-05 19:33:37,"E",9,29.8148,-86.4383,90,20.22,36.439,4.3,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.01,0,0,,10,90,10,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802223","440","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-05 20:16:05,2008-08-05 20:53:45,"E",9,29.8165,-86.4417,91,20.268,36.452,4.46,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.01,0,0,,20,80,10,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802227","271","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-06 15:11:03,2008-08-06 15:49:43,"E",9,29.8817,-86.6048,106,19.925,36.391,3.55,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.02,0,0,,15,85,10,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802228","226","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-06 16:25:36,2008-08-06 17:01:43,"E",9,29.9382,-86.6083,97,20.202,36.406,3.84,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.05,0,2,,20,65,10,0,0,0,0,0,0,5,5,1,0,1,1,1,,0,0,0,0,0,0,1,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802230","511","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-06 19:04:18,2008-08-06 19:43:03,"E",9,29.9597,-86.5765,84,20.16,36.411,4.08,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.01,0,0,,15,85,10,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802231","240","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-06 20:15:42,2008-08-06 20:56:04,"E",9,29.9717,-86.6067,88,20.384,36.443,4.51,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.02,0,0,,20,80,10,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802235","235","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-07 13:47:20,2008-08-07 14:30:04,"E",10,29.7948,-87.2917,95,20.506,36.323,3.87,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.04,0,0,,24,70,10,0,0,0,0,1,0,5,6,1,0,0,1,1,,0,0,0,0,1,0,1,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802236","202","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-07 15:07:32,2008-08-07 15:46:30,"E",10,29.7915,-87.305,98,20.586,36.377,3.79,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.1,0,0,,25,60,10,0,0,0,0,0,0,15,15,1,0,0,1,1,,0,0,0,0,0,0,1,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802237","237","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-07 16:22:35,2008-08-07 17:01:19,"E",10,29.795,-87.3198,85,20.785,36.358,3.58,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.4,0,2,,10,75,10,0,0,2,0,0,0,1,3,1,0,1,1,1,,0,0,1,0,0,0,1,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802238","129","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-07 17:36:54,2008-08-07 18:12:44,"E",10,29.77,-87.3117,112,20.387,35.603,4.14,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.15,0,0,,20,40,10,10,0,0,10,0,0,20,40,1,0,0,1,1,,1,0,0,1,0,0,1,1,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802239","46","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-07 19:02:26,2008-08-07 19:41:50,"E",10,29.7015,-87.3198,93,20.266,36.406,4.61,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.08,0,1,,15,80,10,0,0,0,0,0,0,3,3,1,0,1,1,1,,0,0,0,0,0,0,1,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"720802240","10","PASC","SRFV","SEAMAP_REEF",,,,,2008,8,,2008-08-07 20:25:44,2008-08-07 21:03:25,"E",10,29.675,-87.3148,100,20.103,36.426,4.76,,"MC",,"NCD",,"N",,,,,,,,,,,"MINIMUMCOUNT",,,,,,,,,,,,,,,,,0.01,0,0,,15,85,10,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
