# 1: Detection or Track-id,  2: Video or Image Identifier,  3: Unique Frame Identifier,  4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),  8: Detection or Length Confidence,  9: Target Length (0 or -1 if invalid),  10-11+: Repeated Species, Confidence Pairs or Attributes,
# Written on: Wed Mar 18 10:53:36 2026   by: write_object_track_set_viame_csv,,,,,,,,,,,
107,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234525.496639_rgb.jpg,3991,5784.73,5734.47,6012.74,6066.34,1,0,false_positive,1,
108,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234526.566591_rgb.jpg,3992,3397.58,6978.54,3587.14,7155.76,1,0,false_positive,1,
109,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234528.707299_rgb.jpg,3994,10404.4,1640.56,10613.2,1868.89,1,0,false_positive,1,
110,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234530.848555_rgb.jpg,3996,5348.81,4606.86,5592.17,4840.68,1,0,false_positive,1,
111,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234536.200566_rgb.jpg,4001,6495.47,3151.19,6642.89,3302.19,1,0,animal,1,
112,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234539.414890_rgb.jpg,4004,9425.02,1009.03,9627.79,1190,1,0,false_positive,1,
113,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234540.486917_rgb.jpg,4005,9640.56,8442.13,9837.31,8603.01,1,0,false_positive,1,
114,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234552.287970_rgb.jpg,4016,7607.79,3689.44,7806.34,3932.24,1,0,false_positive,1,
115,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234624.583569_rgb.jpg,4046,11527.8,2809.4,11656.8,2943.69,1,0,animal,1,
116,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234625.658035_rgb.jpg,4047,11631.4,9878.73,11818.6,10075.5,1,0,off_frame,1,(note) animal likely (same as previous detection)
117,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234639.634941_rgb.jpg,4060,8226.23,1724.49,8424.52,1967.11,1,0,false_positive,1,
118,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234640.710247_rgb.jpg,4061,8507.04,9328.38,8712.35,9599.92,1,0,false_positive,1,
119,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234642.861819_rgb.jpg,4063,3655.22,5522.03,3896.8,5780.05,1,0,false_positive,1,
120,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234657.948016_rgb.jpg,4077,11658,3417.84,11805.8,3553.84,1,0,animal,1,
121,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234710.897695_rgb.jpg,4089,8134.45,6190.19,8341.04,6447.66,1,0,false_positive,1,
122,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234729.238550_rgb.jpg,4106,12828.3,6508.77,13041.2,6703.27,1,0,off_frame,1,(note) animal likely
123,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234807.065382_rgb.jpg,4141,3328.4,5770.77,3568.3,5926.36,1,0,animal,1,
124,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234815.740355_rgb.jpg,4149,10812.9,9835.82,11012.2,10122.7,1,0,false_positive,1,
125,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234849.449224_rgb.jpg,4180,3715.68,1828.1,3894.67,1981.43,1,0,animal,1,
126,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234850.537792_rgb.jpg,4181,4109,10018.9,4298.93,10212.1,1,0,off_frame,1,(note) animal likely (same as previous detection)
127,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_234933.911140_rgb.jpg,4221,12489.4,1345.1,12713.6,1583.97,1,0,false_positive,1,
128,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235259.950840_rgb.jpg,4352,6511.99,3907.26,6600.1,4010.67,1,0,animal,1,
129,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235259.950840_rgb.jpg,4352,6569.42,3980.33,6662.26,4125.63,1,0,animal,1,
130,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235302.060713_rgb.jpg,4354,2722.52,4040.27,2929.08,4210.57,1,0,false_positive,1,
131,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235304.171607_rgb.jpg,4356,8981.91,7944.13,9195.64,8150.31,1,0,false_positive,1,
132,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235343.208754_rgb.jpg,4393,2415.27,1534.83,2575.85,1643.83,1,0,animal,1,
133,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235344.261296_rgb.jpg,4394,2675.46,9923.8,2876.98,10110.7,1,0,off_frame,1,(note) animal likely (same as previous detection)
134,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235522.906172_rgb.jpg,4488,3993.03,1190.6,4188.19,1378.21,1,0,false_positive,1,
135,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235524.996823_rgb.jpg,4490,12282,1240.58,12413,1347,1,0,animal,1,
136,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235526.042112_rgb.jpg,4491,12414.1,8256.68,12560.1,8397.81,1,0,animal_duplicate,1,
137,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235530.226774_rgb.jpg,4495,3139.96,829.198,3353.75,1200.73,1,0,false_positive,1,
138,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235530.226774_rgb.jpg,4495,3151.66,919.564,3346.01,1199.65,1,0,false_positive,1,
139,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235604.725370_rgb.jpg,4528,4519.7,8697.3,4711.13,8904.39,1,0,false_positive,1,
140,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235609.947463_rgb.jpg,4533,12630.6,6774.35,12826,7107.96,1,0,false_positive,1,
141,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235644.387116_rgb.jpg,4566,10158.2,4510.75,10322.1,4692.58,1,0,animal,1,
142,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235733.522562_rgb.jpg,4613,4075.2,6393.09,4274.07,6600.96,1,0,false_positive,1,
143,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235816.651392_rgb.jpg,4654,5387.56,3794.39,5546.86,3987.63,1,0,false_positive,1,
144,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235919.043142_rgb.jpg,4713,9696.16,3795.08,9878.95,4100.77,1,0,false_positive,1,
145,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235931.780421_rgb.jpg,4725,9532.66,4247.5,9717.83,4476.17,1,0,false_positive,1,
146,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250513_235954.092720_rgb.jpg,4746,12899,3296.32,13017,3470.67,1,0,off_frame,1,
147,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000014.300606_rgb.jpg,4765,3292.96,4396.63,3434.1,4549.17,1,0,false_positive,1,
148,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000039.895826_rgb.jpg,4789,9266.01,4093.85,9439.13,4350.56,1,0,false_positive,1,
149,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000043.094927_rgb.jpg,4792,7596.39,5683,7783.11,5916.88,1,0,false_positive,1,
150,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000044.161353_rgb.jpg,4793,9549.49,8766.17,9729.52,8950.05,1,0,false_positive,1,
151,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000221.374385_rgb.jpg,4884,12119.6,604.286,12245.8,745.725,1,0,animal,1,
152,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000222.451210_rgb.jpg,4885,12176.3,7734.04,12316.3,7886.86,1,0,animal_duplicate,1,
153,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000251.329868_rgb.jpg,4912,5261.49,3452.77,5487.33,3649.97,1,0,false_positive,1,
154,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000253.467025_rgb.jpg,4914,7474.58,2974.8,7577.72,3125.58,1,0,animal,1,
155,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000256.674941_rgb.jpg,4917,2862.44,3429.36,3059.74,3683.79,1,0,false_positive,1,
156,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000407.118504_rgb.jpg,4983,5094.57,2473.56,5475.45,2690.01,1,0,false_positive,1,
157,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000414.594813_rgb.jpg,4990,9177.67,5711.81,9356.88,5899.36,1,0,false_positive,1,
158,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000426.370362_rgb.jpg,5001,9931.16,7787.47,10193,7997.99,1,0,false_positive,1,
159,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000435.997783_rgb.jpg,5010,4585.2,7598.53,4731.83,7751.09,1,0,animal,1,
160,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000504.844845_rgb.jpg,5037,7038.56,4200.26,7259.52,4419.91,1,0,false_positive,1,
161,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000521.973732_rgb.jpg,5053,7145.67,7726.73,7362.51,7962.05,1,0,false_positive,1,
162,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000557.311616_rgb.jpg,5086,10633.6,1222.63,10847.2,1408.85,1,0,false_positive,1,
163,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000600.516813_rgb.jpg,5089,10565,1785.17,10753.5,2076.83,1,0,false_positive,1,
164,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000602.655167_rgb.jpg,5091,8276.32,7501.16,8438.1,7734.79,1,0,false_positive,1,
165,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000627.380182_rgb.jpg,5114,7300.74,7896.38,7513.15,8050.78,1,0,animal,1,
166,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000639.532458_rgb.jpg,5125,11218.9,533.914,11376.3,628.82,1,0,animal,1,
167,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000640.641628_rgb.jpg,5126,10313,8111.95,10441.1,8247.66,1,0,animal_duplicate,1,
168,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000643.966608_rgb.jpg,5129,11583.3,2549.38,11697.7,2641.92,1,0,animal,1,
169,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000645.074398_rgb.jpg,5130,11319.5,9786.63,11517.4,9980.77,1,0,off_frame,1,(note) animal likely (same as previous detection)
170,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000711.633584_rgb.jpg,5154,10396.2,6103.06,10507.2,6191.54,1,0,animal,1,
171,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000711.633584_rgb.jpg,5154,9708.36,7270.66,9834.36,7361.85,1,0,animal,1,
172,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000711.633584_rgb.jpg,5154,9969.95,6871.83,10058.6,6986.11,1,0,animal,1,
173,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000918.765981_rgb.jpg,5269,6493.11,1354.2,6719.81,1558.36,1,0,false_positive,1,
174,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_000949.714996_rgb.jpg,5297,10640.7,4508.73,10750.9,4634.46,1,0,animal,1,
175,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001008.506434_rgb.jpg,5314,4442.07,4078.94,4549.53,4232.77,1,0,animal,1,
176,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001009.612401_rgb.jpg,5315,8423.91,9897.65,8653.99,10192.4,1,0,off_frame,1,
177,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001009.612401_rgb.jpg,5315,8441.25,10041.1,8658.95,10339.6,1,0,off_frame,1,
178,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001015.144077_rgb.jpg,5320,9305.82,869.625,9523.69,1087.36,1,0,false_positive,1,
179,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001016.250721_rgb.jpg,5321,9234.91,8425.57,9408.24,8610.7,1,0,false_positive,1,
180,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001018.463737_rgb.jpg,5323,8603.52,3608.07,8811.71,3801.1,1,0,false_positive,1,
181,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001022.890801_rgb.jpg,5327,3830.89,3890.72,4039.69,4087.3,1,0,false_positive,1,
182,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001033.969214_rgb.jpg,5337,911.36,2210.26,1159.59,2392.45,1,0,false_positive,1,
183,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001042.829468_rgb.jpg,5345,5122.99,4012.48,5304.57,4191.76,1,0,false_positive,1,
184,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001045.043061_rgb.jpg,5347,7018.32,686.401,7195.18,827.272,1,0,false_positive,1,
185,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001045.043061_rgb.jpg,5347,1802.09,815.493,2018.04,947.562,1,0,false_positive,1,
186,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001051.684026_rgb.jpg,5353,9361.67,2175.5,9663.67,2307.42,1,0,animal,1,
187,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001051.684026_rgb.jpg,5353,9565.24,2165.29,9731.13,2342.98,1,0,extra_detection,1,
188,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001051.684026_rgb.jpg,5353,9466.28,2129.38,9692.51,2342.99,1,0,extra_detection,1,
189,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001052.789132_rgb.jpg,5354,9211.17,9634.83,9414.07,9793.18,1,0,off_frame,1,(note) animal likely (same as previous detection)
190,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001052.789132_rgb.jpg,5354,9454.18,9646.45,9614.3,9813.28,1,0,off_frame,1,
191,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001052.789132_rgb.jpg,5354,9198.78,9617.55,9434.13,9816.61,1,0,off_frame,1,
192,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001053.895718_rgb.jpg,5355,9167.61,4578.89,9342.63,4752.15,1,0,false_positive,1,
193,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001102.748114_rgb.jpg,5363,5803.51,2320.77,5964.19,2569.77,1,0,animal,1,
194,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001103.853560_rgb.jpg,5364,5679.85,10346.6,5857.6,10473.7,1,0,off_frame,1,(note) animal likely (same as previous detection)
195,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001108.272748_rgb.jpg,5368,7574.45,4671,7734.27,4801.63,1,0,false_positive,1,
196,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001114.900753_rgb.jpg,5374,4054.43,4408,4234.36,4602.93,1,0,false_positive,1,
197,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001116.004816_rgb.jpg,5375,4915.66,8187.91,5106.58,8418.69,1,0,false_positive,1,
198,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001118.213232_rgb.jpg,5377,8791.08,7222.73,9058.61,7481.09,1,0,false_positive,1,
199,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001128.155312_rgb.jpg,5386,11112.2,2396.94,11332,2670.3,1,0,false_positive,1,
200,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001130.361470_rgb.jpg,5388,11398.5,575.897,11626,686.951,1,0,false_positive,1,
201,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001133.658989_rgb.jpg,5391,10930.9,633.71,11138.3,830.013,1,0,false_positive,1,
202,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001136.948528_rgb.jpg,5394,9777.92,6515.12,9986.88,6826.08,1,0,false_positive,1,
203,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001142.447686_rgb.jpg,5399,1896.62,2337.15,2116.11,2600.59,1,0,false_positive,1,
204,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001142.447686_rgb.jpg,5399,3359.22,9833.04,3561.12,10036.3,1,0,off_frame,1,
205,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001142.447686_rgb.jpg,5399,1852.13,2619.83,2059.9,2791.91,1,0,false_positive,1,
206,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001144.646240_rgb.jpg,5401,2596.74,9141.12,2836.19,9352.87,1,0,false_positive,1,
207,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001149.040326_rgb.jpg,5405,9000.41,660.867,9192.17,877.245,1,0,false_positive,1,
208,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001153.421613_rgb.jpg,5409,10364.1,1840.91,10587.9,2072.83,1,0,false_positive,1,
209,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001154.512403_rgb.jpg,5410,9768.22,9481.95,9990.6,9705.58,1,0,off_frame,1,
210,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001156.691556_rgb.jpg,5412,2296.87,7399.77,2512.67,7599.17,1,0,false_positive,1,
211,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001202.131370_rgb.jpg,5417,9657.01,4577.91,9850.99,4794.99,1,0,false_positive,1,
212,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001221.609153_rgb.jpg,5435,5405.33,4991.85,5600.15,5232.28,1,0,false_positive,1,
213,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/right_view/ice_seals_2025_fl223_R_20250514_001225.916879_rgb.jpg,5439,4362.85,6792.24,4550.96,6983.21,1,0,false_positive,1,
